id,timestamp,season,hour,weekday_name,month_name
74,2017-01-04 05:00:00,spring,05,Wednesday,January
75,2017-01-04 06:00:00,spring,06,Wednesday,January
76,2017-01-04 07:00:00,spring,07,Wednesday,January
77,2017-01-04 08:00:00,spring,08,Wednesday,January
78,2017-01-04 09:00:00,spring,09,Wednesday,January
79,2017-01-04 10:00:00,spring,10,Wednesday,January
80,2017-01-04 11:00:00,spring,11,Wednesday,January
81,2017-01-04 12:00:00,spring,12,Wednesday,January
82,2017-01-04 13:00:00,spring,13,Wednesday,January
83,2017-01-04 14:00:00,spring,14,Wednesday,January
84,2017-01-04 15:00:00,spring,15,Wednesday,January
85,2017-01-04 16:00:00,spring,16,Wednesday,January
86,2017-01-04 17:00:00,spring,17,Wednesday,January
87,2017-01-04 18:00:00,spring,18,Wednesday,January
88,2017-01-04 19:00:00,spring,19,Wednesday,January
89,2017-01-04 20:00:00,spring,20,Wednesday,January
90,2017-01-04 21:00:00,spring,21,Wednesday,January
91,2017-01-04 22:00:00,spring,22,Wednesday,January
92,2017-01-04 23:00:00,spring,23,Wednesday,January
93,2017-01-05 00:00:00,spring,00,Thursday,January
94,2017-01-05 01:00:00,spring,01,Thursday,January
95,2017-01-05 02:00:00,spring,02,Thursday,January
96,2017-01-05 04:00:00,spring,04,Thursday,January
97,2017-01-05 05:00:00,spring,05,Thursday,January
98,2017-01-05 06:00:00,spring,06,Thursday,January
99,2017-01-05 07:00:00,spring,07,Thursday,January
100,2017-01-05 08:00:00,spring,08,Thursday,January
101,2017-01-05 09:00:00,spring,09,Thursday,January
102,2017-01-05 10:00:00,spring,10,Thursday,January
103,2017-01-05 11:00:00,spring,11,Thursday,January
104,2017-01-05 12:00:00,spring,12,Thursday,January
105,2017-01-05 13:00:00,spring,13,Thursday,January
106,2017-01-05 14:00:00,spring,14,Thursday,January
107,2017-01-05 15:00:00,spring,15,Thursday,January
108,2017-01-05 16:00:00,spring,16,Thursday,January
109,2017-01-05 17:00:00,spring,17,Thursday,January
110,2017-01-05 18:00:00,spring,18,Thursday,January
111,2017-01-05 19:00:00,spring,19,Thursday,January
112,2017-01-05 20:00:00,spring,20,Thursday,January
113,2017-01-05 21:00:00,spring,21,Thursday,January
114,2017-01-05 22:00:00,spring,22,Thursday,January
115,2017-01-05 23:00:00,spring,23,Thursday,January
116,2017-01-06 00:00:00,spring,00,Friday,January
117,2017-01-06 01:00:00,spring,01,Friday,January
118,2017-01-06 02:00:00,spring,02,Friday,January
119,2017-01-06 04:00:00,spring,04,Friday,January
120,2017-01-06 05:00:00,spring,05,Friday,January
121,2017-01-06 06:00:00,spring,06,Friday,January
122,2017-01-06 07:00:00,spring,07,Friday,January
123,2017-01-06 08:00:00,spring,08,Friday,January
124,2017-01-06 09:00:00,spring,09,Friday,January
125,2017-01-06 10:00:00,spring,10,Friday,January
126,2017-01-06 11:00:00,spring,11,Friday,January
127,2017-01-06 12:00:00,spring,12,Friday,January
128,2017-01-06 13:00:00,spring,13,Friday,January
129,2017-01-06 14:00:00,spring,14,Friday,January
130,2017-01-06 15:00:00,spring,15,Friday,January
131,2017-01-06 16:00:00,spring,16,Friday,January
132,2017-01-06 17:00:00,spring,17,Friday,January
133,2017-01-06 18:00:00,spring,18,Friday,January
134,2017-01-06 19:00:00,spring,19,Friday,January
135,2017-01-06 20:00:00,spring,20,Friday,January
136,2017-01-06 21:00:00,spring,21,Friday,January
137,2017-01-06 22:00:00,spring,22,Friday,January
138,2017-01-06 23:00:00,spring,23,Friday,January
139,2017-01-07 00:00:00,spring,00,Saturday,January
140,2017-01-07 01:00:00,spring,01,Saturday,January
141,2017-01-07 02:00:00,spring,02,Saturday,January
142,2017-01-07 04:00:00,spring,04,Saturday,January
143,2017-01-07 05:00:00,spring,05,Saturday,January
144,2017-01-07 06:00:00,spring,06,Saturday,January
145,2017-01-07 07:00:00,spring,07,Saturday,January
146,2017-01-07 08:00:00,spring,08,Saturday,January
147,2017-01-07 09:00:00,spring,09,Saturday,January
148,2017-01-07 10:00:00,spring,10,Saturday,January
149,2017-01-07 11:00:00,spring,11,Saturday,January
150,2017-01-07 12:00:00,spring,12,Saturday,January
151,2017-01-07 13:00:00,spring,13,Saturday,January
152,2017-01-07 14:00:00,spring,14,Saturday,January
153,2017-01-07 15:00:00,spring,15,Saturday,January
154,2017-01-07 16:00:00,spring,16,Saturday,January
155,2017-01-07 17:00:00,spring,17,Saturday,January
156,2017-01-07 18:00:00,spring,18,Saturday,January
157,2017-01-07 19:00:00,spring,19,Saturday,January
158,2017-01-07 20:00:00,spring,20,Saturday,January
159,2017-01-07 21:00:00,spring,21,Saturday,January
160,2017-01-07 22:00:00,spring,22,Saturday,January
161,2017-01-07 23:00:00,spring,23,Saturday,January
162,2017-01-08 00:00:00,spring,00,Sunday,January
163,2017-01-08 01:00:00,spring,01,Sunday,January
164,2017-01-08 02:00:00,spring,02,Sunday,January
165,2017-01-08 03:00:00,spring,03,Sunday,January
166,2017-01-08 04:00:00,spring,04,Sunday,January
167,2017-01-08 05:00:00,spring,05,Sunday,January
168,2017-01-08 06:00:00,spring,06,Sunday,January
169,2017-01-08 07:00:00,spring,07,Sunday,January
170,2017-01-08 08:00:00,spring,08,Sunday,January
171,2017-01-08 09:00:00,spring,09,Sunday,January
172,2017-01-08 10:00:00,spring,10,Sunday,January
173,2017-01-08 11:00:00,spring,11,Sunday,January
174,2017-01-08 12:00:00,spring,12,Sunday,January
175,2017-01-08 13:00:00,spring,13,Sunday,January
176,2017-01-08 14:00:00,spring,14,Sunday,January
177,2017-01-08 15:00:00,spring,15,Sunday,January
178,2017-01-08 16:00:00,spring,16,Sunday,January
179,2017-01-08 17:00:00,spring,17,Sunday,January
180,2017-01-08 18:00:00,spring,18,Sunday,January
181,2017-01-08 19:00:00,spring,19,Sunday,January
182,2017-01-08 20:00:00,spring,20,Sunday,January
183,2017-01-08 21:00:00,spring,21,Sunday,January
184,2017-01-08 22:00:00,spring,22,Sunday,January
185,2017-01-08 23:00:00,spring,23,Sunday,January
186,2017-01-09 00:00:00,spring,00,Monday,January
187,2017-01-09 01:00:00,spring,01,Monday,January
188,2017-01-09 02:00:00,spring,02,Monday,January
189,2017-01-09 03:00:00,spring,03,Monday,January
190,2017-01-09 04:00:00,spring,04,Monday,January
191,2017-01-09 05:00:00,spring,05,Monday,January
192,2017-01-09 06:00:00,spring,06,Monday,January
193,2017-01-09 07:00:00,spring,07,Monday,January
194,2017-01-09 08:00:00,spring,08,Monday,January
195,2017-01-09 09:00:00,spring,09,Monday,January
196,2017-01-09 10:00:00,spring,10,Monday,January
197,2017-01-09 11:00:00,spring,11,Monday,January
198,2017-01-09 12:00:00,spring,12,Monday,January
199,2017-01-09 13:00:00,spring,13,Monday,January
200,2017-01-09 14:00:00,spring,14,Monday,January
201,2017-01-09 15:00:00,spring,15,Monday,January
202,2017-01-09 16:00:00,spring,16,Monday,January
203,2017-01-09 17:00:00,spring,17,Monday,January
204,2017-01-09 18:00:00,spring,18,Monday,January
205,2017-01-09 19:00:00,spring,19,Monday,January
206,2017-01-09 20:00:00,spring,20,Monday,January
207,2017-01-09 21:00:00,spring,21,Monday,January
208,2017-01-09 22:00:00,spring,22,Monday,January
209,2017-01-09 23:00:00,spring,23,Monday,January
210,2017-01-10 00:00:00,spring,00,Tuesday,January
211,2017-01-10 01:00:00,spring,01,Tuesday,January
212,2017-01-10 02:00:00,spring,02,Tuesday,January
213,2017-01-10 03:00:00,spring,03,Tuesday,January
214,2017-01-10 04:00:00,spring,04,Tuesday,January
215,2017-01-10 05:00:00,spring,05,Tuesday,January
216,2017-01-10 06:00:00,spring,06,Tuesday,January
217,2017-01-10 07:00:00,spring,07,Tuesday,January
218,2017-01-10 08:00:00,spring,08,Tuesday,January
219,2017-01-10 09:00:00,spring,09,Tuesday,January
220,2017-01-10 10:00:00,spring,10,Tuesday,January
221,2017-01-10 11:00:00,spring,11,Tuesday,January
222,2017-01-10 12:00:00,spring,12,Tuesday,January
223,2017-01-10 13:00:00,spring,13,Tuesday,January
224,2017-01-10 14:00:00,spring,14,Tuesday,January
225,2017-01-10 15:00:00,spring,15,Tuesday,January
226,2017-01-10 16:00:00,spring,16,Tuesday,January
227,2017-01-10 17:00:00,spring,17,Tuesday,January
228,2017-01-10 18:00:00,spring,18,Tuesday,January
229,2017-01-10 19:00:00,spring,19,Tuesday,January
230,2017-01-10 20:00:00,spring,20,Tuesday,January
231,2017-01-10 21:00:00,spring,21,Tuesday,January
232,2017-01-10 22:00:00,spring,22,Tuesday,January
233,2017-01-10 23:00:00,spring,23,Tuesday,January
234,2017-01-11 00:00:00,spring,00,Wednesday,January
235,2017-01-11 01:00:00,spring,01,Wednesday,January
236,2017-01-11 02:00:00,spring,02,Wednesday,January
237,2017-01-11 05:00:00,spring,05,Wednesday,January
238,2017-01-11 06:00:00,spring,06,Wednesday,January
239,2017-01-11 07:00:00,spring,07,Wednesday,January
240,2017-01-11 08:00:00,spring,08,Wednesday,January
241,2017-01-11 09:00:00,spring,09,Wednesday,January
242,2017-01-11 10:00:00,spring,10,Wednesday,January
243,2017-01-11 11:00:00,spring,11,Wednesday,January
244,2017-01-11 12:00:00,spring,12,Wednesday,January
245,2017-01-11 13:00:00,spring,13,Wednesday,January
246,2017-01-11 14:00:00,spring,14,Wednesday,January
247,2017-01-11 15:00:00,spring,15,Wednesday,January
248,2017-01-11 16:00:00,spring,16,Wednesday,January
249,2017-01-11 17:00:00,spring,17,Wednesday,January
250,2017-01-11 18:00:00,spring,18,Wednesday,January
251,2017-01-11 19:00:00,spring,19,Wednesday,January
252,2017-01-11 20:00:00,spring,20,Wednesday,January
253,2017-01-11 21:00:00,spring,21,Wednesday,January
254,2017-01-11 22:00:00,spring,22,Wednesday,January
255,2017-01-11 23:00:00,spring,23,Wednesday,January
256,2017-01-12 00:00:00,spring,00,Thursday,January
257,2017-01-12 01:00:00,spring,01,Thursday,January
258,2017-01-12 02:00:00,spring,02,Thursday,January
259,2017-01-12 05:00:00,spring,05,Thursday,January
260,2017-01-12 06:00:00,spring,06,Thursday,January
261,2017-01-12 07:00:00,spring,07,Thursday,January
262,2017-01-12 08:00:00,spring,08,Thursday,January
263,2017-01-12 09:00:00,spring,09,Thursday,January
264,2017-01-12 10:00:00,spring,10,Thursday,January
265,2017-01-12 11:00:00,spring,11,Thursday,January
266,2017-01-12 12:00:00,spring,12,Thursday,January
267,2017-01-12 13:00:00,spring,13,Thursday,January
268,2017-01-12 14:00:00,spring,14,Thursday,January
269,2017-01-12 15:00:00,spring,15,Thursday,January
270,2017-01-12 16:00:00,spring,16,Thursday,January
271,2017-01-12 17:00:00,spring,17,Thursday,January
272,2017-01-12 18:00:00,spring,18,Thursday,January
273,2017-01-12 19:00:00,spring,19,Thursday,January
274,2017-01-12 20:00:00,spring,20,Thursday,January
275,2017-01-12 21:00:00,spring,21,Thursday,January
276,2017-01-12 22:00:00,spring,22,Thursday,January
277,2017-01-12 23:00:00,spring,23,Thursday,January
278,2017-01-13 00:00:00,spring,00,Friday,January
279,2017-01-13 01:00:00,spring,01,Friday,January
280,2017-01-13 02:00:00,spring,02,Friday,January
281,2017-01-13 03:00:00,spring,03,Friday,January
282,2017-01-13 04:00:00,spring,04,Friday,January
283,2017-01-13 05:00:00,spring,05,Friday,January
284,2017-01-13 06:00:00,spring,06,Friday,January
285,2017-01-13 07:00:00,spring,07,Friday,January
286,2017-01-13 08:00:00,spring,08,Friday,January
287,2017-01-13 09:00:00,spring,09,Friday,January
288,2017-01-13 10:00:00,spring,10,Friday,January
289,2017-01-13 11:00:00,spring,11,Friday,January
290,2017-01-13 12:00:00,spring,12,Friday,January
291,2017-01-13 13:00:00,spring,13,Friday,January
292,2017-01-13 14:00:00,spring,14,Friday,January
293,2017-01-13 15:00:00,spring,15,Friday,January
294,2017-01-13 16:00:00,spring,16,Friday,January
295,2017-01-13 17:00:00,spring,17,Friday,January
296,2017-01-13 18:00:00,spring,18,Friday,January
297,2017-01-13 19:00:00,spring,19,Friday,January
298,2017-01-13 20:00:00,spring,20,Friday,January
299,2017-01-13 21:00:00,spring,21,Friday,January
300,2017-01-13 22:00:00,spring,22,Friday,January
301,2017-01-13 23:00:00,spring,23,Friday,January
302,2017-01-14 00:00:00,spring,00,Saturday,January
303,2017-01-14 01:00:00,spring,01,Saturday,January
304,2017-01-14 02:00:00,spring,02,Saturday,January
305,2017-01-14 03:00:00,spring,03,Saturday,January
306,2017-01-14 05:00:00,spring,05,Saturday,January
307,2017-01-14 06:00:00,spring,06,Saturday,January
308,2017-01-14 07:00:00,spring,07,Saturday,January
309,2017-01-14 08:00:00,spring,08,Saturday,January
310,2017-01-14 09:00:00,spring,09,Saturday,January
311,2017-01-14 10:00:00,spring,10,Saturday,January
312,2017-01-14 11:00:00,spring,11,Saturday,January
313,2017-01-14 12:00:00,spring,12,Saturday,January
314,2017-01-14 13:00:00,spring,13,Saturday,January
315,2017-01-14 14:00:00,spring,14,Saturday,January
316,2017-01-14 15:00:00,spring,15,Saturday,January
317,2017-01-14 16:00:00,spring,16,Saturday,January
318,2017-01-14 17:00:00,spring,17,Saturday,January
319,2017-01-14 18:00:00,spring,18,Saturday,January
320,2017-01-14 19:00:00,spring,19,Saturday,January
321,2017-01-14 20:00:00,spring,20,Saturday,January
322,2017-01-14 21:00:00,spring,21,Saturday,January
323,2017-01-14 22:00:00,spring,22,Saturday,January
324,2017-01-14 23:00:00,spring,23,Saturday,January
325,2017-01-15 00:00:00,spring,00,Sunday,January
326,2017-01-15 01:00:00,spring,01,Sunday,January
327,2017-01-15 02:00:00,spring,02,Sunday,January
328,2017-01-15 03:00:00,spring,03,Sunday,January
329,2017-01-15 04:00:00,spring,04,Sunday,January
330,2017-01-15 05:00:00,spring,05,Sunday,January
331,2017-01-15 06:00:00,spring,06,Sunday,January
332,2017-01-15 07:00:00,spring,07,Sunday,January
333,2017-01-15 08:00:00,spring,08,Sunday,January
334,2017-01-15 09:00:00,spring,09,Sunday,January
335,2017-01-15 10:00:00,spring,10,Sunday,January
336,2017-01-15 11:00:00,spring,11,Sunday,January
337,2017-01-15 12:00:00,spring,12,Sunday,January
338,2017-01-15 13:00:00,spring,13,Sunday,January
339,2017-01-15 14:00:00,spring,14,Sunday,January
340,2017-01-15 15:00:00,spring,15,Sunday,January
341,2017-01-15 16:00:00,spring,16,Sunday,January
342,2017-01-15 17:00:00,spring,17,Sunday,January
343,2017-01-15 18:00:00,spring,18,Sunday,January
344,2017-01-15 19:00:00,spring,19,Sunday,January
345,2017-01-15 20:00:00,spring,20,Sunday,January
346,2017-01-15 21:00:00,spring,21,Sunday,January
347,2017-01-15 22:00:00,spring,22,Sunday,January
348,2017-01-15 23:00:00,spring,23,Sunday,January
349,2017-01-16 00:00:00,spring,00,Monday,January
350,2017-01-16 01:00:00,spring,01,Monday,January
351,2017-01-16 02:00:00,spring,02,Monday,January
352,2017-01-16 03:00:00,spring,03,Monday,January
353,2017-01-16 04:00:00,spring,04,Monday,January
354,2017-01-16 05:00:00,spring,05,Monday,January
355,2017-01-16 06:00:00,spring,06,Monday,January
356,2017-01-16 07:00:00,spring,07,Monday,January
357,2017-01-16 08:00:00,spring,08,Monday,January
358,2017-01-16 09:00:00,spring,09,Monday,January
359,2017-01-16 10:00:00,spring,10,Monday,January
360,2017-01-16 11:00:00,spring,11,Monday,January
361,2017-01-16 12:00:00,spring,12,Monday,January
362,2017-01-16 13:00:00,spring,13,Monday,January
363,2017-01-16 14:00:00,spring,14,Monday,January
364,2017-01-16 15:00:00,spring,15,Monday,January
365,2017-01-16 16:00:00,spring,16,Monday,January
366,2017-01-16 17:00:00,spring,17,Monday,January
367,2017-01-16 18:00:00,spring,18,Monday,January
368,2017-01-16 19:00:00,spring,19,Monday,January
369,2017-01-16 20:00:00,spring,20,Monday,January
370,2017-01-16 21:00:00,spring,21,Monday,January
371,2017-01-16 22:00:00,spring,22,Monday,January
372,2017-01-16 23:00:00,spring,23,Monday,January
373,2017-01-17 00:00:00,spring,00,Tuesday,January
374,2017-01-17 01:00:00,spring,01,Tuesday,January
375,2017-01-17 02:00:00,spring,02,Tuesday,January
376,2017-01-17 03:00:00,spring,03,Tuesday,January
377,2017-01-17 04:00:00,spring,04,Tuesday,January
378,2017-01-17 05:00:00,spring,05,Tuesday,January
379,2017-01-17 06:00:00,spring,06,Tuesday,January
380,2017-01-17 07:00:00,spring,07,Tuesday,January
381,2017-01-17 08:00:00,spring,08,Tuesday,January
382,2017-01-17 09:00:00,spring,09,Tuesday,January
383,2017-01-17 10:00:00,spring,10,Tuesday,January
384,2017-01-17 11:00:00,spring,11,Tuesday,January
385,2017-01-17 12:00:00,spring,12,Tuesday,January
386,2017-01-17 13:00:00,spring,13,Tuesday,January
387,2017-01-17 14:00:00,spring,14,Tuesday,January
388,2017-01-17 15:00:00,spring,15,Tuesday,January
389,2017-01-17 16:00:00,spring,16,Tuesday,January
390,2017-01-17 17:00:00,spring,17,Tuesday,January
391,2017-01-17 18:00:00,spring,18,Tuesday,January
392,2017-01-17 19:00:00,spring,19,Tuesday,January
393,2017-01-17 20:00:00,spring,20,Tuesday,January
394,2017-01-17 21:00:00,spring,21,Tuesday,January
395,2017-01-17 22:00:00,spring,22,Tuesday,January
396,2017-01-17 23:00:00,spring,23,Tuesday,January
397,2017-01-18 12:00:00,spring,12,Wednesday,January
398,2017-01-18 13:00:00,spring,13,Wednesday,January
399,2017-01-18 14:00:00,spring,14,Wednesday,January
400,2017-01-18 15:00:00,spring,15,Wednesday,January
401,2017-01-18 16:00:00,spring,16,Wednesday,January
402,2017-01-18 17:00:00,spring,17,Wednesday,January
403,2017-01-18 18:00:00,spring,18,Wednesday,January
404,2017-01-18 19:00:00,spring,19,Wednesday,January
405,2017-01-18 20:00:00,spring,20,Wednesday,January
406,2017-01-18 21:00:00,spring,21,Wednesday,January
407,2017-01-18 22:00:00,spring,22,Wednesday,January
408,2017-01-18 23:00:00,spring,23,Wednesday,January
409,2017-01-19 00:00:00,spring,00,Thursday,January
410,2017-01-19 01:00:00,spring,01,Thursday,January
411,2017-01-19 02:00:00,spring,02,Thursday,January
412,2017-01-19 04:00:00,spring,04,Thursday,January
413,2017-01-19 05:00:00,spring,05,Thursday,January
414,2017-01-19 06:00:00,spring,06,Thursday,January
415,2017-01-19 07:00:00,spring,07,Thursday,January
416,2017-01-19 08:00:00,spring,08,Thursday,January
417,2017-01-19 09:00:00,spring,09,Thursday,January
418,2017-01-19 10:00:00,spring,10,Thursday,January
419,2017-01-19 11:00:00,spring,11,Thursday,January
420,2017-01-19 12:00:00,spring,12,Thursday,January
421,2017-01-19 13:00:00,spring,13,Thursday,January
422,2017-01-19 14:00:00,spring,14,Thursday,January
423,2017-01-19 15:00:00,spring,15,Thursday,January
424,2017-01-19 16:00:00,spring,16,Thursday,January
425,2017-01-19 17:00:00,spring,17,Thursday,January
426,2017-01-19 18:00:00,spring,18,Thursday,January
427,2017-01-19 19:00:00,spring,19,Thursday,January
428,2017-01-19 20:00:00,spring,20,Thursday,January
429,2017-01-19 21:00:00,spring,21,Thursday,January
430,2017-01-19 22:00:00,spring,22,Thursday,January
431,2017-01-19 23:00:00,spring,23,Thursday,January
432,2017-02-01 00:00:00,spring,00,Wednesday,February
433,2017-02-01 01:00:00,spring,01,Wednesday,February
434,2017-02-01 02:00:00,spring,02,Wednesday,February
435,2017-02-01 03:00:00,spring,03,Wednesday,February
436,2017-02-01 05:00:00,spring,05,Wednesday,February
437,2017-02-01 06:00:00,spring,06,Wednesday,February
438,2017-02-01 07:00:00,spring,07,Wednesday,February
439,2017-02-01 08:00:00,spring,08,Wednesday,February
440,2017-02-01 09:00:00,spring,09,Wednesday,February
441,2017-02-01 10:00:00,spring,10,Wednesday,February
442,2017-02-01 11:00:00,spring,11,Wednesday,February
443,2017-02-01 12:00:00,spring,12,Wednesday,February
444,2017-02-01 13:00:00,spring,13,Wednesday,February
445,2017-02-01 14:00:00,spring,14,Wednesday,February
446,2017-02-01 15:00:00,spring,15,Wednesday,February
447,2017-02-01 16:00:00,spring,16,Wednesday,February
448,2017-02-01 17:00:00,spring,17,Wednesday,February
449,2017-02-01 18:00:00,spring,18,Wednesday,February
450,2017-02-01 19:00:00,spring,19,Wednesday,February
451,2017-02-01 20:00:00,spring,20,Wednesday,February
452,2017-02-01 21:00:00,spring,21,Wednesday,February
453,2017-02-01 22:00:00,spring,22,Wednesday,February
454,2017-02-01 23:00:00,spring,23,Wednesday,February
455,2017-02-02 00:00:00,spring,00,Thursday,February
456,2017-02-02 01:00:00,spring,01,Thursday,February
457,2017-02-02 02:00:00,spring,02,Thursday,February
458,2017-02-02 03:00:00,spring,03,Thursday,February
459,2017-02-02 04:00:00,spring,04,Thursday,February
460,2017-02-02 05:00:00,spring,05,Thursday,February
461,2017-02-02 06:00:00,spring,06,Thursday,February
462,2017-02-02 07:00:00,spring,07,Thursday,February
463,2017-02-02 08:00:00,spring,08,Thursday,February
464,2017-02-02 09:00:00,spring,09,Thursday,February
465,2017-02-02 10:00:00,spring,10,Thursday,February
466,2017-02-02 11:00:00,spring,11,Thursday,February
467,2017-02-02 12:00:00,spring,12,Thursday,February
468,2017-02-02 13:00:00,spring,13,Thursday,February
469,2017-02-02 14:00:00,spring,14,Thursday,February
470,2017-02-02 15:00:00,spring,15,Thursday,February
471,2017-02-02 16:00:00,spring,16,Thursday,February
472,2017-02-02 17:00:00,spring,17,Thursday,February
473,2017-02-02 18:00:00,spring,18,Thursday,February
474,2017-02-02 19:00:00,spring,19,Thursday,February
475,2017-02-02 20:00:00,spring,20,Thursday,February
476,2017-02-02 21:00:00,spring,21,Thursday,February
477,2017-02-02 22:00:00,spring,22,Thursday,February
478,2017-02-02 23:00:00,spring,23,Thursday,February
479,2017-02-03 00:00:00,spring,00,Friday,February
480,2017-02-03 01:00:00,spring,01,Friday,February
481,2017-02-03 02:00:00,spring,02,Friday,February
482,2017-02-03 03:00:00,spring,03,Friday,February
483,2017-02-03 05:00:00,spring,05,Friday,February
484,2017-02-03 06:00:00,spring,06,Friday,February
485,2017-02-03 07:00:00,spring,07,Friday,February
486,2017-02-03 08:00:00,spring,08,Friday,February
487,2017-02-03 09:00:00,spring,09,Friday,February
488,2017-02-03 10:00:00,spring,10,Friday,February
489,2017-02-03 11:00:00,spring,11,Friday,February
490,2017-02-03 12:00:00,spring,12,Friday,February
491,2017-02-03 13:00:00,spring,13,Friday,February
492,2017-02-03 14:00:00,spring,14,Friday,February
493,2017-02-03 15:00:00,spring,15,Friday,February
494,2017-02-03 16:00:00,spring,16,Friday,February
495,2017-02-03 17:00:00,spring,17,Friday,February
496,2017-02-03 18:00:00,spring,18,Friday,February
497,2017-02-03 19:00:00,spring,19,Friday,February
498,2017-02-03 20:00:00,spring,20,Friday,February
499,2017-02-03 21:00:00,spring,21,Friday,February
500,2017-02-03 22:00:00,spring,22,Friday,February
501,2017-02-03 23:00:00,spring,23,Friday,February
502,2017-02-04 00:00:00,spring,00,Saturday,February
503,2017-02-04 01:00:00,spring,01,Saturday,February
504,2017-02-04 02:00:00,spring,02,Saturday,February
505,2017-02-04 03:00:00,spring,03,Saturday,February
506,2017-02-04 05:00:00,spring,05,Saturday,February
507,2017-02-04 06:00:00,spring,06,Saturday,February
508,2017-02-04 07:00:00,spring,07,Saturday,February
509,2017-02-04 08:00:00,spring,08,Saturday,February
510,2017-02-04 09:00:00,spring,09,Saturday,February
511,2017-02-04 10:00:00,spring,10,Saturday,February
512,2017-02-04 11:00:00,spring,11,Saturday,February
513,2017-02-04 12:00:00,spring,12,Saturday,February
514,2017-02-04 13:00:00,spring,13,Saturday,February
515,2017-02-04 14:00:00,spring,14,Saturday,February
516,2017-02-04 15:00:00,spring,15,Saturday,February
